timestamp,index_open,index_high,index_low,index_close,index_volume,index_oi
2024-09-26 14:25:00+05:30,26183.51,26193.919525436835,26170.607801086335,26183.51,4565477,25385628
2024-09-26 14:30:00+05:30,26183.41,26188.99362730081,26177.616185753825,26183.41,3137980,32092668
2024-09-26 14:35:00+05:30,26183.3,26196.018681014433,26173.35099184648,26183.3,3495659,49590872
2024-09-26 14:40:00+05:30,26183.19,26196.440160110433,26175.621391415196,26183.19,1928387,35991424
2024-09-26 14:45:00+05:30,26183.08,26195.294652007193,26175.472353655485,26183.08,4561347,39687531
2024-09-26 14:50:00+05:30,26182.96,26190.84031990282,26169.675826119743,26182.96,4484196,38071944
2024-09-26 14:55:00+05:30,26182.84,26197.271019616106,26171.585926995336,26182.84,2563132,10714276
2024-09-26 15:00:00+05:30,26182.72,26193.862761881148,26171.283591818636,26182.72,2545005,31138142
2024-09-26 15:05:00+05:30,26182.59,26189.218903073546,26170.28588647265,26182.59,4097708,20603320
2024-09-26 15:10:00+05:30,26182.46,26192.84306799144,26169.823828267912,26182.46,3233909,17316087
2024-09-26 15:15:00+05:30,26182.33,26194.380177713792,26175.694919916732,26182.33,3661964,12990823
2024-09-26 15:20:00+05:30,26182.19,26188.376934620137,26172.604391813766,26182.19,1413046,28102901
2024-09-26 15:25:00+05:30,26182.05,26188.249351399827,26167.984429981763,26182.05,3758419,39006146
2024-09-27 09:15:00+05:30,26198.08,26204.73504854913,26190.245501386995,26198.08,2008422,40680282
2024-09-27 09:20:00+05:30,26198.19,26211.573741646112,26189.901449551417,26198.19,3016327,34101230
2024-09-27 09:25:00+05:30,26198.3,26206.518585889073,26190.85150861302,26198.3,4251771,42323247
2024-09-27 09:30:00+05:30,26198.41,26204.19691751834,26189.03356536766,26198.41,3340327,27968940
2024-09-27 09:35:00+05:30,26198.51,26203.574827331162,26192.55784365293,26198.51,3916965,22239968
2024-09-27 09:40:00+05:30,26198.61,26211.60773050368,26189.881293654034,26198.61,3010827,24691278
2024-09-27 09:45:00+05:30,26198.71,26205.00431326081,26186.688539610634,26198.71,2224488,27360292
2024-09-27 09:50:00+05:30,26198.8,26209.62140353071,26192.321711117995,26198.8,1638843,18398065
2024-09-27 09:55:00+05:30,26198.89,26205.37943821353,26191.741547384056,26198.89,4749000,15729563
2024-09-27 10:00:00+05:30,26198.98,26207.58370442335,26188.635077903255,26198.98,3791048,20008304
2024-09-27 10:05:00+05:30,26199.06,26205.65091999984,26184.494328525478,26199.06,4292009,27829210
2024-09-27 10:10:00+05:30,26199.14,26213.708252589196,26191.475460277787,26199.14,3853849,29493566
2024-09-27 10:15:00+05:30,26199.22,26212.7067756977,26192.844491035918,26199.22,1354982,12141760
2024-09-27 10:20:00+05:30,26199.29,26206.86796791017,26189.980304059507,26199.29,1159433,20980130
2024-09-27 10:25:00+05:30,26199.36,26213.123382993588,26188.144502093375,26199.36,3207391,46280744
2024-09-27 10:30:00+05:30,26199.42,26211.576218171966,26190.679845922976,26199.42,2109124,15193130
2024-09-27 10:35:00+05:30,26199.49,26207.81315169755,26187.08237829272,26199.49,2705111,36653505
2024-09-27 10:40:00+05:30,26199.54,26207.591454813955,26186.256071753938,26199.54,2766756,15777503
2024-09-27 10:45:00+05:30,26199.6,26209.77180423376,26187.767343046045,26199.6,3117138,20153522
2024-09-27 10:50:00+05:30,26199.65,26210.164742035406,26188.461485584667,26199.65,4488212,22620490
2024-09-27 10:55:00+05:30,26199.7,26208.982147399733,26194.28934356382,26199.7,1206756,14244007
2024-09-27 11:00:00+05:30,26199.74,26206.83477522268,26193.378750650863,26199.74,3584275,40098026
2024-09-27 11:05:00+05:30,26199.78,26206.376926961897,26193.95370595345,26199.78,3929947,22169628
2024-09-27 11:10:00+05:30,26199.82,26208.26179187554,26189.26202795097,26199.82,3206468,32650237
2024-09-27 11:15:00+05:30,26199.86,26210.60072700912,26185.236262373895,26199.86,4535229,47616751
2024-09-27 11:20:00+05:30,26199.89,26205.40828264631,26184.892904344113,26199.89,3360295,15333816
2024-09-27 11:25:00+05:30,26199.91,26212.569335184984,26189.06705211411,26199.91,4538710,19857713
2024-09-27 11:30:00+05:30,26199.94,26208.684977318506,26189.682462494744,26199.94,2157517,31882839
2024-09-27 11:35:00+05:30,26199.96,26212.30966179421,26185.142267626907,26199.96,4580062,21181036
2024-09-27 11:40:00+05:30,26199.97,26213.415168335992,26191.601461480623,26199.97,3017454,24769960
2024-09-27 11:45:00+05:30,26199.98,26214.211192630908,26191.01934116482,26199.98,4674185,19587558
2024-09-27 11:50:00+05:30,26199.99,26205.0972594103,26185.59416692527,26199.99,1697655,43188043
2024-09-27 11:55:00+05:30,26200.0,26207.613171419474,26185.86999673885,26200.0,1357262,48342790
2024-09-27 12:00:00+05:30,26200.0,26213.433798048103,26190.441079050874,26200.0,4311718,39062688
2024-09-27 12:05:00+05:30,26200.0,26213.37334643492,26185.91303992571,26200.0,3532982,12065119
2024-09-27 12:10:00+05:30,26199.99,26205.387181700837,26189.374428836443,26199.99,4276295,27910960
2024-09-27 12:15:00+05:30,26199.98,26214.157795659106,26192.29320065685,26199.98,4705505,37114111
2024-09-27 12:20:00+05:30,26199.97,26211.932360520615,26189.63812779564,26199.97,3424066,32069020
2024-09-27 12:25:00+05:30,26199.96,26208.926529291453,26187.56708933583,26199.96,2816471,16959776
2024-09-27 12:30:00+05:30,26199.94,26214.89006093217,26193.202097246867,26199.94,2740620,18720577
2024-09-27 12:35:00+05:30,26199.91,26205.257985670254,26185.387478937388,26199.91,2001726,13085957
2024-09-27 12:40:00+05:30,26199.89,26211.98217161361,26190.527666880364,26199.89,2321655,33601252
2024-09-27 12:45:00+05:30,26199.86,26207.078331948513,26189.772249399808,26199.86,3116609,34721218
2024-09-27 12:50:00+05:30,26199.82,26209.545043464204,26185.087889333478,26199.82,4061930,24947818
2024-09-27 12:55:00+05:30,26199.78,26208.029536790047,26193.31035334614,26199.78,1197437,33280182
2024-09-27 13:00:00+05:30,26199.74,26213.81637397677,26193.155359817174,26199.74,1528142,26573051
2024-09-27 13:05:00+05:30,26199.7,26211.337648953828,26188.157300641407,26199.7,2682973,28727727
2024-09-27 13:10:00+05:30,26199.65,26205.20952635031,26184.835996248432,26199.65,4077277,35247588
2024-09-27 13:15:00+05:30,26199.6,26206.42825349045,26188.449989501543,26199.6,4493126,40236040
2024-09-27 13:20:00+05:30,26199.54,26207.73883114786,26191.729695988375,26199.54,3533863,15131476
2024-09-27 13:25:00+05:30,26199.49,26210.97104519414,26187.53001094017,26199.49,3844951,15484535
2024-09-27 13:30:00+05:30,26199.42,26207.004748172167,26188.833425247132,26199.42,3267817,25358883
2024-09-27 13:35:00+05:30,26199.36,26208.15982804002,26191.8120014757,26199.36,1029801,17608346
2024-09-27 13:40:00+05:30,26199.29,26211.332634856644,26192.2532077846,26199.29,2301093,18099531
2024-09-27 13:45:00+05:30,26199.22,26210.655160198945,26184.351238455954,26199.22,2570421,17145925
2024-09-27 13:50:00+05:30,26199.14,26212.796624926603,26191.364988855123,26199.14,1848273,17751557
2024-09-27 13:55:00+05:30,26199.06,26209.76864828111,26187.210754784097,26199.06,1490616,49492034
2024-09-27 14:00:00+05:30,26198.98,26211.153512912308,26193.74259486555,26198.98,4316825,38117380
2024-09-27 14:05:00+05:30,26198.89,26208.277705478456,26186.23145825525,26198.89,4315735,34434129
2024-09-27 14:10:00+05:30,26198.8,26209.534053722542,26186.41385715559,26198.8,1584781,11351927
2024-09-27 14:15:00+05:30,26198.71,26204.13434740535,26184.63548997442,26198.71,2235462,26261055
2024-09-27 14:20:00+05:30,26198.61,26205.508191480323,26193.41301817457,26198.61,2948622,27550664
2024-09-27 14:25:00+05:30,26198.51,26205.634601536898,26186.460941119454,26198.51,3997792,43325810
2024-09-27 14:30:00+05:30,26198.41,26209.247389979344,26189.105723028093,26198.41,3433863,46413159
2024-09-27 14:35:00+05:30,26198.3,26206.69214558234,26186.989207571067,26198.3,4853758,40015126
2024-09-27 14:40:00+05:30,26198.19,26207.633770409117,26192.684886349605,26198.19,1262444,40972181
2024-09-27 14:45:00+05:30,26198.08,26212.023333621677,26190.901236210768,26198.08,1840216,45095172
2024-09-27 14:50:00+05:30,26197.96,26203.751991820653,26186.894243688897,26197.96,2254356,43780704
2024-09-27 14:55:00+05:30,26197.84,26210.62920892383,26184.220918913332,26197.84,1279557,29503100
2024-09-27 15:00:00+05:30,26197.72,26206.3414573979,26191.036433324556,26197.72,4799526,25787017
2024-09-27 15:05:00+05:30,26197.59,26211.11169568166,26183.10998711563,26197.59,1563208,15156550
2024-09-27 15:10:00+05:30,26197.46,26207.733342175663,26183.008361208165,26197.46,3461972,16274579
2024-09-27 15:15:00+05:30,26197.33,26204.68031047286,26186.887974023277,26197.33,2866620,43158829
2024-09-27 15:20:00+05:30,26197.19,26206.511306936605,26188.948345418936,26197.19,1344717,47001367
2024-09-27 15:25:00+05:30,26197.05,26207.466109491263,26186.258295903055,26197.05,3886935,29932686
2024-09-30 09:15:00+05:30,26243.08,26251.525688900514,26230.76459855271,26243.08,2019703,12134942
2024-09-30 09:20:00+05:30,26243.19,26249.731607485384,26235.1823961941,26243.19,1191672,31841325
2024-09-30 09:25:00+05:30,26243.3,26254.19660428755,26230.97884121941,26243.3,2214063,17155754
2024-09-30 09:30:00+05:30,26243.41,26253.262530920092,26235.669895430958,26243.41,4931221,32331128
2024-09-30 09:35:00+05:30,26243.51,26257.986289405042,26230.72584356944,26243.51,3011889,33368835
2024-09-30 09:40:00+05:30,26243.61,26250.243185147603,26233.819332821582,26243.61,2899208,42695246
2024-09-30 09:45:00+05:30,26243.71,26253.34663837467,26236.120733879085,26243.71,1156500,31272223
2024-09-30 09:50:00+05:30,26243.8,26250.01508695341,26238.163412958373,26243.8,3142094,31973798
2024-09-30 09:55:00+05:30,26243.89,26254.738667048565,26233.189677851893,26243.89,1767240,32537044
2024-09-30 10:00:00+05:30,26243.98,26249.974693955923,26235.127660768918,26243.98,3346689,30071092
2024-09-30 10:05:00+05:30,26244.06,26252.774341417888,26235.817143258515,26244.06,3196343,14468029
2024-09-30 10:10:00+05:30,26244.14,26255.034328815746,26234.032653227776,26244.14,4095041,33639109
2024-09-30 10:15:00+05:30,26244.22,26257.224076683575,26237.0621591983,26244.22,3201799,29564793
2024-09-30 10:20:00+05:30,26244.29,26252.36774395477,26238.28220665079,26244.29,4104350,31028229
2024-09-30 10:25:00+05:30,26244.36,26258.186523520322,26235.64579523198,26244.36,1025836,31194121
2024-09-30 10:30:00+05:30,26244.42,26253.36544461742,26238.83711271354,26244.42,4475068,18147606
2024-09-30 10:35:00+05:30,26244.49,26255.325390431244,26237.040376476663,26244.49,3685943,28232343
2024-09-30 10:40:00+05:30,26244.54,26256.10187443014,26231.93977824068,26244.54,4970402,18160424
2024-09-30 10:45:00+05:30,26244.6,26250.195693726604,26232.48907166538,26244.6,3398686,31841328
2024-09-30 10:50:00+05:30,26244.65,26253.18113519096,26237.257028142667,26244.65,3503350,49951178
2024-09-30 10:55:00+05:30,26244.7,26254.747886753514,26232.12092452222,26244.7,2070773,42167795
2024-09-30 11:00:00+05:30,26244.74,26252.595872639497,26232.475683536573,26244.74,3530517,42808254
2024-09-30 11:05:00+05:30,26244.78,26253.58269784208,26235.140283145185,26244.78,2414237,35589664
2024-09-30 11:10:00+05:30,26244.82,26255.452049354306,26231.8857227759,26244.82,2056970,23738967
2024-09-30 11:15:00+05:30,26244.86,26254.425950610814,26239.28666859253,26244.86,3008559,10627791
2024-09-30 11:20:00+05:30,26244.89,26255.99039623954,26231.676549662698,26244.89,3891552,47795358
2024-09-30 11:25:00+05:30,26244.91,26251.81520555254,26239.606471422678,26244.91,1888940,30777065
2024-09-30 11:30:00+05:30,26244.94,26252.264663798116,26239.168455613522,26244.94,4571753,12841438
2024-09-30 11:35:00+05:30,26244.96,26259.269744141522,26238.308188924286,26244.96,2002606,47557852
2024-09-30 11:40:00+05:30,26244.97,26259.002987996246,26233.241198615557,26244.97,1214039,37135797
2024-09-30 11:45:00+05:30,26244.98,26255.700449833203,26233.420485847444,26244.98,3246473,42381074
2024-09-30 11:50:00+05:30,26244.99,26255.441974011763,26234.886036152166,26244.99,2944666,34380997
2024-09-30 11:55:00+05:30,26245.0,26258.2044682053,26238.44879957488,26245.0,2162529,39493734
2024-09-30 12:00:00+05:30,26245.0,26257.04743944368,26237.929568379794,26245.0,1614757,47529347
2024-09-30 12:05:00+05:30,26245.0,26257.751630759958,26234.868386454684,26245.0,4230989,36489409
2024-09-30 12:10:00+05:30,26244.99,26259.361719603567,26236.522325472324,26244.99,3266288,35878659
2024-09-30 12:15:00+05:30,26244.98,26250.022989936915,26230.27903119782,26244.98,2856514,27387383
2024-09-30 12:20:00+05:30,26244.97,26256.802386572374,26237.61025098877,26244.97,2575999,16230984
2024-09-30 12:25:00+05:30,26244.96,26254.716913180142,26238.405932233007,26244.96,1677747,21476267
2024-09-30 12:30:00+05:30,26244.94,26258.073556983236,26239.148756753286,26244.94,1934452,24439278
2024-09-30 12:35:00+05:30,26244.91,26257.991019918725,26234.675088541117,26244.91,3075809,16550434
2024-09-30 12:40:00+05:30,26244.89,26256.292565093714,26239.073965255335,26244.89,4177917,30401498
2024-09-30 12:45:00+05:30,26244.86,26250.564318873072,26238.51867695313,26244.86,3044267,29060568
2024-09-30 12:50:00+05:30,26244.82,26259.645222171548,26233.35310322067,26244.82,1176398,27243341
2024-09-30 12:55:00+05:30,26244.78,26250.649999649442,26234.12139409827,26244.78,2238904,35785086
2024-09-30 13:00:00+05:30,26244.74,26253.47107058544,26230.572560084183,26244.74,4730422,37308375
2024-09-30 13:05:00+05:30,26244.7,26258.041225081135,26238.397489620784,26244.7,4894354,42310217
2024-09-30 13:10:00+05:30,26244.65,26254.02187518437,26231.3501756825,26244.65,1760975,45838533
2024-09-30 13:15:00+05:30,26244.6,26255.600994975266,26237.429311324784,26244.6,1481192,21459249
2024-09-30 13:20:00+05:30,26244.54,26256.49754020493,26238.366531607833,26244.54,3394962,36699638
2024-09-30 13:25:00+05:30,26244.49,26250.115867001725,26234.835834770933,26244.49,2918197,31657647
2024-09-30 13:30:00+05:30,26244.42,26249.476713384265,26236.030430162766,26244.42,4354811,12728093
2024-09-30 13:35:00+05:30,26244.36,26251.0638715507,26239.217522453655,26244.36,2906504,39526320
2024-09-30 13:40:00+05:30,26244.29,26250.66742097409,26238.989941084747,26244.29,4534378,18132619
2024-09-30 13:45:00+05:30,26244.22,26258.969815800636,26235.78124076208,26244.22,4932029,49180253
2024-09-30 13:50:00+05:30,26244.14,26253.707856045654,26235.756166670464,26244.14,2771200,33428839
2024-09-30 13:55:00+05:30,26244.06,26250.520716690786,26236.871939999768,26244.06,1862036,17958040
2024-09-30 14:00:00+05:30,26243.98,26253.378328848026,26229.219865011564,26243.98,4360319,49883968
2024-09-30 14:05:00+05:30,26243.89,26258.22155441501,26236.0239258324,26243.89,3129141,33269089
2024-09-30 14:10:00+05:30,26243.8,26257.67747161938,26236.11731446394,26243.8,2603555,14649716
2024-09-30 14:15:00+05:30,26243.71,26249.069496627293,26234.968525035478,26243.71,2158780,11541732
2024-09-30 14:20:00+05:30,26243.61,26251.07933619192,26231.11349815543,26243.61,2715694,26073001
2024-09-30 14:25:00+05:30,26243.51,26257.328123506017,26235.16256335583,26243.51,4512516,48685990
2024-09-30 14:30:00+05:30,26243.41,26253.734152423473,26231.750456625712,26243.41,4760952,43970692
2024-09-30 14:35:00+05:30,26243.3,26256.28293247901,26232.374678192293,26243.3,2935328,40136550
2024-09-30 14:40:00+05:30,26243.19,26249.812588215493,26237.129753253932,26243.19,2987783,42962933
2024-09-30 14:45:00+05:30,26243.08,26256.433972627237,26231.36141936771,26243.08,2284252,12205349
2024-09-30 14:50:00+05:30,26242.96,26253.01870394218,26230.46203496258,26242.96,3497584,36879025
2024-09-30 14:55:00+05:30,26242.84,26253.10325475113,26235.329268440837,26242.84,3548491,15977813
2024-09-30 15:00:00+05:30,26242.72,26255.066414602745,26234.61903405845,26242.72,4338150,35902915
2024-09-30 15:05:00+05:30,26242.59,26251.188949244468,26233.14028916474,26242.59,4173289,38611760
2024-09-30 15:10:00+05:30,26242.46,26255.311335542145,26235.126366452267,26242.46,1190416,32206449
2024-09-30 15:15:00+05:30,26242.33,26248.286905390807,26236.327539242287,26242.33,1363867,19748043
2024-09-30 15:20:00+05:30,26242.19,26249.92226787756,26234.92046027375,26242.19,1007050,48430153
2024-09-30 15:25:00+05:30,26242.05,26250.43203244226,26228.908818356613,26242.05,2576438,10310175
2024-10-01 09:15:00+05:30,26258.08,26266.810833729378,26246.17282045925,26258.08,1221493,21438288
2024-10-01 09:20:00+05:30,26258.19,26270.094138796554,26247.980948960565,26258.19,2569315,32993248
2024-10-01 09:25:00+05:30,26258.3,26268.353000792467,26243.56255408634,26258.3,3244733,11049574
2024-10-01 09:30:00+05:30,26258.41,26271.49394755303,26246.360187611215,26258.41,3920374,39735064
2024-10-01 09:35:00+05:30,26258.51,26266.063271730898,26248.02460411809,26258.51,2065635,41745477
2024-10-01 09:40:00+05:30,26258.61,26272.830446359145,26245.926181668703,26258.61,2948365,26748544
2024-10-01 09:45:00+05:30,26258.71,26270.68667654447,26245.3070133808,26258.71,1015634,33551821
2024-10-01 09:50:00+05:30,26258.8,26271.348936733386,26248.63298578592,26258.8,2049523,49313424
2024-10-01 09:55:00+05:30,26258.89,26271.974210921555,26249.180001022447,26258.89,3945003,48111782
2024-10-01 10:00:00+05:30,26258.98,26267.81515437142,26249.14763427178,26258.98,4323435,31844063
2024-10-01 10:05:00+05:30,26259.06,26269.939956537,26244.26943862025,26259.06,4679333,13328441
2024-10-01 10:10:00+05:30,26259.14,26272.161359509053,26250.95653547907,26259.14,3503715,30595193
2024-10-01 10:15:00+05:30,26259.22,26265.401591322785,26251.88426711197,26259.22,2426728,12365380
2024-10-01 10:20:00+05:30,26259.29,26272.66792267401,26248.781784291972,26259.29,1662108,33007618
2024-10-01 10:25:00+05:30,26259.36,26270.975583690357,26253.043538942507,26259.36,2266969,19997323
2024-10-01 10:30:00+05:30,26259.42,26268.756166475585,26245.907289510542,26259.42,3452979,16780783
2024-10-01 10:35:00+05:30,26259.49,26274.346239721985,26247.49288298919,26259.49,3259187,37550680
2024-10-01 10:40:00+05:30,26259.54,26268.959157899593,26253.498264630463,26259.54,3613852,25349637
2024-10-01 10:45:00+05:30,26259.6,26270.659067390832,26253.919111202733,26259.6,2804357,17959604
2024-10-01 10:50:00+05:30,26259.65,26272.056696791806,26246.731332152856,26259.65,3934104,31537581
2024-10-01 10:55:00+05:30,26259.7,26274.562182032558,26249.230764227155,26259.7,4442113,42384534
2024-10-01 11:00:00+05:30,26259.74,26271.15851391909,26246.063082925222,26259.74,3405480,30762589
2024-10-01 11:05:00+05:30,26259.78,26274.698242894036,26245.688407033325,26259.78,2653615,48604957
2024-10-01 11:10:00+05:30,26259.82,26272.1195874559,26253.792344274447,26259.82,3713455,29903232
2024-10-01 11:15:00+05:30,26259.86,26265.31215417286,26247.430203944517,26259.86,4682565,30784777
2024-10-01 11:20:00+05:30,26259.89,26265.01391854537,26245.46876153592,26259.89,4475610,11687488
2024-10-01 11:25:00+05:30,26259.91,26273.25855929647,26254.268983895523,26259.91,4032906,26388145
2024-10-01 11:30:00+05:30,26259.94,26269.52415282369,26248.341789968992,26259.94,4037714,20692025
2024-10-01 11:35:00+05:30,26259.96,26272.21509211952,26250.416741882236,26259.96,4279175,45985866
2024-10-01 11:40:00+05:30,26259.97,26267.673350225654,26250.200587173036,26259.97,4298901,44262573
2024-10-01 11:45:00+05:30,26259.98,26264.986190700623,26253.899784744284,26259.98,4255311,35430293
2024-10-01 11:50:00+05:30,26259.99,26273.50330758729,26249.29415802769,26259.99,1833662,34098560
2024-10-01 11:55:00+05:30,26260.0,26272.672972194254,26249.774369790517,26260.0,3935511,48180922
2024-10-01 12:00:00+05:30,26260.0,26274.373644563035,26245.223179290522,26260.0,3955694,40972931
2024-10-01 12:05:00+05:30,26260.0,26269.008758883683,26251.15291487407,26260.0,2392419,26970553
2024-10-01 12:10:00+05:30,26259.99,26267.63391395539,26250.292327427687,26259.99,3008073,33131628
2024-10-01 12:15:00+05:30,26259.98,26272.77498750664,26253.241643488094,26259.98,4872429,37814289
2024-10-01 12:20:00+05:30,26259.97,26266.68980467656,26254.478841920096,26259.97,4759140,38712195
2024-10-01 12:25:00+05:30,26259.96,26265.88761172159,26245.79283709626,26259.96,4832355,48329194
2024-10-01 12:30:00+05:30,26259.94,26274.424001103922,26246.05105175525,26259.94,3489714,45217616
2024-10-01 12:35:00+05:30,26259.91,26266.254665558758,26254.24837753587,26259.91,4335880,38634847
2024-10-01 12:40:00+05:30,26259.89,26270.68744771946,26248.4092772903,26259.89,3453972,31536126
2024-10-01 12:45:00+05:30,26259.86,26269.640322239084,26245.63815224949,26259.86,4791221,13967743
2024-10-01 12:50:00+05:30,26259.82,26266.064512916244,26254.099858484315,26259.82,2740719,22897730
2024-10-01 12:55:00+05:30,26259.78,26267.000492103107,26245.960214854862,26259.78,1673285,18110746
2024-10-01 13:00:00+05:30,26259.74,26264.891601327112,26246.31474258531,26259.74,4717573,22272731
2024-10-01 13:05:00+05:30,26259.7,26273.994112170927,26247.364541242154,26259.7,2729721,34136308
2024-10-01 13:10:00+05:30,26259.65,26272.271843517792,26254.64410799585,26259.65,1890543,26954590
